datum,lehrkraft_id,gruppe_id,teilnehmer_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,thema,interventions,delta_norm,delta_dichte,cosine_shift,dominanzwechsel,polaritaetswechsel,dominante_dimension_vorher,dominante_dimension_nachher,bemerkung,delta_kognition,delta_sozial,delta_affektiv,delta_motivation,delta_methodik,delta_performanz,delta_regulation
2025-09-15,1,2,20,11,42,Weitere Themen: VorbBLF,"lob, metakognition",0.16321760159177398,-1.4762179659560002,0.013320063292356021,1,0,performanz,kognition,"erinnert sich gut an den zuvor behandelten Stoff | Fähigkeit zum Verstehen und Analysieren komplexer Sachverhalte hat sich über die letzten Wochen verbessert | kann konstruktives Feedback gut umsetzen, um die eigene Leistung zu verbessern | zeigt sich zielstrebig beim Erreichen von Lernzielen | nutzt oft abwechslungsreiche Formulierungen",0.061052849710580004,0.011370759353489995,0.11580902911437,-0.0031470450091100055,-0.047760929075960024,-0.026321228931510066,-0.07992303978170001
2025-09-15,1,2,20,11,43,Weitere Themen: VorbBLF,"lob, metakognition",0.3922493057225991,0.9288619218582004,0.07693018847229693,1,0,kognition,regulation,"erinnert sich gut an den zuvor behandelten Stoff | Fähigkeit zum Verstehen und Analysieren komplexer Sachverhalte hat sich über die letzten Wochen verbessert | kann konstruktives Feedback gut umsetzen, um die eigene Leistung zu verbessern | zeigt sich zielstrebig beim Erreichen von Lernzielen | nutzt oft abwechslungsreiche Formulierungen",-0.10394268440075999,-0.170902355103698,-0.257444437693398,0.018156635618399974,0.10700130534326002,-0.022957938575229986,0.18778757417465003
2025-09-22,1,2,20,9,31,Weitere Themen: trigFkt,"strukturierung, regelhinweise, emotionale_stuetzung",0.40503256739487126,-0.0569549529060005,0.08202609272275674,1,0,regulation,kognition,nutzt oft die vermittelten Methoden | Vertrauen in die eigenen Fähigkeiten hat sich in den letzten Wochen verbessert | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | bittet aktiv um Feedback | kann umfangreiches Wissen in der Regel sinnvoll zusammenfassen,0.14393708291015,0.143391870534108,0.283775503545658,-0.10556105982109998,-0.02876028590201002,-0.041032583968650005,-0.16908508959418
2025-09-22,1,2,20,9,32,Weitere Themen: trigFkt,"strukturierung, regelhinweise, emotionale_stuetzung",0.2402651565548516,0.3850865736636999,0.028863809121917217,0,0,kognition,kognition,nutzt oft die vermittelten Methoden | Vertrauen in die eigenen Fähigkeiten hat sich in den letzten Wochen verbessert | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | bittet aktiv um Feedback | kann umfangreiches Wissen in der Regel sinnvoll zusammenfassen,-0.060525543369680024,0.003502127173629993,-0.20117883227259004,0.07351529456673,0.02559652365445997,0.015781537843820026,0.08526475889655
2025-09-22,1,2,20,9,33,Weitere Themen: trigFkt,"strukturierung, regelhinweise, emotionale_stuetzung",0.1790555132341238,-0.25314555779889947,0.016030512911646033,1,0,kognition,performanz,nutzt oft die vermittelten Methoden | Vertrauen in die eigenen Fähigkeiten hat sich in den letzten Wochen verbessert | kann den eigenen Lösungsweg häufig nachvollziehbar schriftlich präsentieren | bittet aktiv um Feedback | kann umfangreiches Wissen in der Regel sinnvoll zusammenfassen,-0.0020873438013500056,-0.159335129046831,0.015579706464389984,-0.02471273583400002,-0.029323960147649986,0.06529314656474,0.026311599610000014
2025-09-29,1,2,20,6,21,Weitere Themen: BLF,ohne_klassifizierte_intervention,0.4087580073958032,-1.501631466904,0.08354206599243641,0,0,performanz,performanz,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | ergreift oft die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen | benötigt fast keine Zeit, um nach einer Ablenkung die Arbeit wieder aufzunehmen | kommuniziert seine Gedanken und Ideen teilweise verständlich und nachvollziehbar",-0.24782574802987997,-0.029792129888909002,-0.05409559596277398,0.07108103884040001,-0.23464632614804998,0.19543095537767996,0.05955612429038998
2025-09-29,1,2,20,6,22,Weitere Themen: BLF,ohne_klassifizierte_intervention,0.653627760153645,1.8474432454841998,0.2136158937616882,1,0,performanz,kognition,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | ergreift oft die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen | benötigt fast keine Zeit, um nach einer Ablenkung die Arbeit wieder aufzunehmen | kommuniziert seine Gedanken und Ideen teilweise verständlich und nachvollziehbar",0.37706835846487996,0.016256053051115,0.15210547129983398,-0.20814949321171,0.31600977555099996,-0.26432137609901996,-0.22044089592668997
2025-09-29,1,2,20,6,23,Weitere Themen: BLF,ohne_klassifizierte_intervention,0.2570057561245475,-0.16395909790299967,0.03302612801144211,0,0,kognition,kognition,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | ergreift oft die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen | benötigt fast keine Zeit, um nach einer Ablenkung die Arbeit wieder aufzunehmen | kommuniziert seine Gedanken und Ideen teilweise verständlich und nachvollziehbar",-0.09920338166692,0.17045074799683502,0.045231653612120004,0.14213525670364002,-0.050259855516439966,-0.013351478461730015,0.046952545340729956
2025-09-29,1,2,20,6,24,Weitere Themen: BLF,ohne_klassifizierte_intervention,1.977014215262095,-0.3461279343164003,1.9543019495483354,1,1,kognition,regulation,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | ergreift oft die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen | benötigt fast keine Zeit, um nach einer Ablenkung die Arbeit wieder aufzunehmen | kommuniziert seine Gedanken und Ideen teilweise verständlich und nachvollziehbar",-1.0378543508122,-0.3096061084789,-0.45806652619085,-0.63886437615946,-0.8818522071075401,-0.7761605381094601,-0.85879362002763
2025-09-29,1,2,20,6,25,Weitere Themen: BLF,ohne_klassifizierte_intervention,1.9626416362865244,-0.7551849705088998,1.925991797743676,1,1,regulation,kognition,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | hat in letzter Zeit ein deutlich besseres Verständnis für die Anforderungen der Lehrkraft in der Schule entwickelt | ergreift oft die Möglichkeit, Hilfsmittel (z.B. Taschenrechner, Tafelwerk, Wörterbuch) zu nutzen | benötigt fast keine Zeit, um nach einer Ablenkung die Arbeit wieder aufzunehmen | kommuniziert seine Gedanken und Ideen teilweise verständlich und nachvollziehbar",1.1223247453948901,0.41880774274804,0.32543450489277004,0.5726696752911999,0.91234645589677,0.71440679716878,0.80021130432702
2025-10-20,1,2,20,5,16,Weitere Themen: quadrErg,"regelhinweise, metakognition",0.3083729408341424,1.0166387721180001,0.04754719227252957,0,0,kognition,kognition,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Einstellung zum Lernen hat sich in letzter Zeit verbessert | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | schafft normalerweise alle Aufgaben in einer Klassenarbeit oder Leistungskontrollen in der dafür angesetzten Zeit | erreicht in der Regel vereinbarte Lernziele | Wachstum/Zerfall",-0.03392015746888999,-0.24496729195302702,-0.04222277466940401,0.048713587128439984,-0.038170390949050004,0.05260437514096,0.15985726173154
2025-10-20,1,2,20,5,17,Weitere Themen: quadrErg,"regelhinweise, metakognition",0.25709886179510977,-0.10235812201560002,0.03305006878447425,0,0,kognition,kognition,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Einstellung zum Lernen hat sich in letzter Zeit verbessert | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | schafft normalerweise alle Aufgaben in einer Klassenarbeit oder Leistungskontrollen in der dafür angesetzten Zeit | erreicht in der Regel vereinbarte Lernziele | Wachstum/Zerfall",-0.09105017045888003,0.142162570323867,0.175143937097624,0.032604508601579985,-0.06971134360963,0.031632336727459964,0.0008751895538299803
2025-10-20,1,2,20,5,18,Weitere Themen: quadrErg,"regelhinweise, metakognition",0.379604985270911,-1.6075547966884,0.07205042557395347,1,0,kognition,motivation,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Einstellung zum Lernen hat sich in letzter Zeit verbessert | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | schafft normalerweise alle Aufgaben in einer Klassenarbeit oder Leistungskontrollen in der dafür angesetzten Zeit | erreicht in der Regel vereinbarte Lernziele | Wachstum/Zerfall",-0.12545844700262,0.18560969639885003,-0.290070962897774,0.08141566044089005,-0.0010171580913700407,-0.04028031513865998,0.03893522622543005
2025-10-20,1,2,20,5,20,Weitere Themen: quadrErg,"regelhinweise, metakognition",0.29527597203787603,0.9074436109724,0.04359424504630238,1,0,motivation,performanz,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Einstellung zum Lernen hat sich in letzter Zeit verbessert | gibt oft zu erkennen, wenn er etwas nicht verstanden hat | schafft normalerweise alle Aufgaben in einer Klassenarbeit oder Leistungskontrollen in der dafür angesetzten Zeit | erreicht in der Regel vereinbarte Lernziele | Wachstum/Zerfall",-0.03537596659398001,-0.19798543594581003,0.189617115317134,-0.00048113183031001094,-0.0005546939927799643,0.10154715000371001,0.021707015812189978
2025-10-27,1,2,20,3,6,Weitere Themen: Stochastik Üb 2,"lob, metakognition, emotionale_stuetzung",0.38047677186521145,0.2259397319370997,0.0723816908065108,1,0,performanz,kognition,"konnte Wissen in der heutigen Stunde weitgehend festigen | Selbstständigkeit hat sich in den letzten Wochen deutlich verbessert | kann sich sehr gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | vermeidet die Wiederholung von zuvor gemachten Fehlern erfolgreich",0.26709757183508004,-0.159616861564515,-0.05973976369780999,-0.15688438998862003,0.07201885533399,-0.03287081169478001,-0.11616867727235003
2025-10-27,1,2,20,3,7,Weitere Themen: Stochastik Üb 2,"lob, metakognition, emotionale_stuetzung",0.18502630760806676,0.47692401614480007,0.017117454471559324,1,0,kognition,performanz,"konnte Wissen in der heutigen Stunde weitgehend festigen | Selbstständigkeit hat sich in den letzten Wochen deutlich verbessert | kann sich sehr gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | vermeidet die Wiederholung von zuvor gemachten Fehlern erfolgreich",-0.09590589789834003,0.06316841035700099,0.03845559807693001,0.0001395238926100162,-0.06027048807467,0.038426211718070036,0.12024386561578004
2025-10-27,1,2,20,3,8,Weitere Themen: Stochastik Üb 2,"lob, metakognition, emotionale_stuetzung",0.19516949662120997,-0.43497921154169994,0.019045662671828834,0,0,performanz,performanz,"konnte Wissen in der heutigen Stunde weitgehend festigen | Selbstständigkeit hat sich in den letzten Wochen deutlich verbessert | kann sich sehr gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | vermeidet die Wiederholung von zuvor gemachten Fehlern erfolgreich",-0.07632921478896998,-0.004570266881884999,0.13581504163112001,0.06203079859442001,-0.045780749915980024,0.05757249411671994,-0.06738012609435001
2025-10-27,1,2,20,3,9,Weitere Themen: Stochastik Üb 2,"lob, metakognition, emotionale_stuetzung",0.42694975150313313,-1.0277755430216002,0.0911436243106637,1,0,performanz,kognition,"konnte Wissen in der heutigen Stunde weitgehend festigen | Selbstständigkeit hat sich in den letzten Wochen deutlich verbessert | kann sich sehr gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | vermeidet die Wiederholung von zuvor gemachten Fehlern erfolgreich",0.14345221034525996,-0.167516229048403,-0.310949385734387,-0.033020644747149996,0.14474802116316,-0.09814411930924999,-0.07267548009680003
2025-10-27,1,2,20,3,10,Weitere Themen: Stochastik Üb 2,"lob, metakognition, emotionale_stuetzung",0.37429200836228144,0.1803855580520004,0.07004775363122595,1,0,kognition,regulation,"konnte Wissen in der heutigen Stunde weitgehend festigen | Selbstständigkeit hat sich in den letzten Wochen deutlich verbessert | kann sich sehr gut auf eine Aufgabe konzentrieren, auch wenn diese als uninteressant empfunden wird | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | vermeidet die Wiederholung von zuvor gemachten Fehlern erfolgreich",-0.08620037335185998,0.234619905836592,0.171090658914377,-0.010942776984250002,-0.06004538687826,-0.07118706561291,0.19887860169278998
2025-11-03,1,2,20,2,1,Prüfungsvorbereitung: BLF,"aktivierungsfragen, emotionale_stuetzung",0.16366408652800615,1.9056163404456994,0.013393040753832297,1,0,regulation,kognition,"stellt manchmal Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | setzt Prioritäten bei Lernaufgaben sehr sinnvoll | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat",0.03329569266912996,-0.10656488124116101,-0.052919455214489,0.057884515728829966,-0.02012149368063998,0.05552149572046999,-0.06842995877865998
2025-11-03,1,2,20,2,2,Prüfungsvorbereitung: BLF,"aktivierungsfragen, emotionale_stuetzung",0.11246821896515014,-0.14039639671129933,0.0063245768803608104,1,0,kognition,methodik,"stellt manchmal Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | setzt Prioritäten bei Lernaufgaben sehr sinnvoll | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat",-0.025537828756199976,-0.009536932769745994,0.013125387245208994,-0.04100197937779998,0.09547224750649003,-0.010120161983940001,-0.028899146478769955
2025-11-03,1,2,20,2,3,Prüfungsvorbereitung: BLF,"aktivierungsfragen, emotionale_stuetzung",0.380988043081963,-0.9016604992114003,0.07257629325508452,1,0,methodik,performanz,"stellt manchmal Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | setzt Prioritäten bei Lernaufgaben sehr sinnvoll | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat",-0.09551851412939999,0.15961698742845698,0.19506969117786,0.11314575155630002,-0.18655119701504003,0.11320017705078006,-0.10991244265624
2025-11-03,1,2,20,2,4,Prüfungsvorbereitung: BLF,"aktivierungsfragen, emotionale_stuetzung",0.5151254482758088,-1.0439450025750001,0.13267795528538884,1,0,performanz,kognition,"stellt manchmal Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | setzt Prioritäten bei Lernaufgaben sehr sinnvoll | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat",0.17396102356833,-0.278135079254142,-0.326366282122957,-0.11908551092308,0.17124583006744998,-0.08741444517440006,0.008362946220879963
2025-11-03,1,2,20,2,5,Prüfungsvorbereitung: BLF,"aktivierungsfragen, emotionale_stuetzung",0.5313226051968909,0.3087227380837003,0.14115284199374767,1,0,kognition,regulation,"stellt manchmal Fragen, die ein tieferes Verständnis für das aktuelle Thema zeigen | hat zuletzt deutlich von der individuellen Unterstützung in der Nachhilfe profitiert | setzt Prioritäten bei Lernaufgaben sehr sinnvoll | braucht selten Unterstützung bei der Anwendung neuer Lernmethoden | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat",-0.21767955572303,0.42872090910329197,-0.0056241110541340004,0.1289929519297,-0.054187545905199974,-0.11000134942288997,0.13932086933518
2025-11-10,1,2,20,1310,2155,Prüfungsvorbereitung: BLF,"lob, emotionale_stuetzung",0.38473879271085326,1.3797367763026998,0.07401238211637828,1,0,regulation,kognition,zeigt von Stunde zu Stunde stetig Fortschritte | Einstellung zum Lernen hat sich in letzter Zeit stark verbessert | wird von schwierigeren Aufgaben meistens motiviert | zeigt stets Engagement bei der Vorbereitung auf die Nachhilfestunden | arbeitet überwiegend in einem angemessenen Tempo,0.13196093568113004,-0.15838506535816,0.288304865598691,-0.08050476717681004,-0.057402459171270015,0.09808332084013,-0.05484822631816
2025-11-10,1,2,20,1310,2157,Prüfungsvorbereitung: BLF,"lob, emotionale_stuetzung",0.383336651719838,-1.3008913243646,0.07347389790688696,0,0,kognition,kognition,zeigt von Stunde zu Stunde stetig Fortschritte | Einstellung zum Lernen hat sich in letzter Zeit stark verbessert | wird von schwierigeren Aufgaben meistens motiviert | zeigt stets Engagement bei der Vorbereitung auf die Nachhilfestunden | arbeitet überwiegend in einem angemessenen Tempo,0.07596628205809003,0.12760796758941,0.14616409554263,0.013964071337569994,-0.026692913089129966,-0.08537535149052,-0.3087586740228
2025-11-10,1,2,20,1310,2158,Prüfungsvorbereitung: BLF,"lob, emotionale_stuetzung",0.5571163565140065,-0.2711166596185999,0.15519036551814558,1,0,kognition,performanz,zeigt von Stunde zu Stunde stetig Fortschritte | Einstellung zum Lernen hat sich in letzter Zeit stark verbessert | wird von schwierigeren Aufgaben meistens motiviert | zeigt stets Engagement bei der Vorbereitung auf die Nachhilfestunden | arbeitet überwiegend in einem angemessenen Tempo,-0.20276896318399007,-0.260517713768798,-0.24115884087431,0.03071729196336004,0.05110743221286995,0.19947080957030994,0.31605725908762
2025-11-17,1,2,20,1308,2145,Weitere Themen: ProzR,"lob, metakognition",0.2859953900479979,1.0530263966699,0.04089693125761806,1,0,performanz,kognition,"zeigt von Stunde zu Stunde stetig Fortschritte | wendet die in der Nachhilfe gelernten Strategien immer auch außerhalb der Nachhilfestunden an | bringt kontinuierlich eigene Ideen oder Vorschläge in den Unterricht ein | kommt stets aus eigener Motivation zur Nachhilfe | kann sehr gut mit Druck umgehen, wenn Aufgaben sich ändern",0.21585545956279006,-0.026343131816050004,-0.034557002027329975,-0.11100175046253002,0.07108881102054004,-0.10455034815379993,-0.07075205838353998
2025-11-17,1,2,20,1308,2146,Weitere Themen: ProzR,"lob, metakognition",0.43029270947778103,-0.6518496984590998,0.0925764325676739,0,0,kognition,kognition,"zeigt von Stunde zu Stunde stetig Fortschritte | wendet die in der Nachhilfe gelernten Strategien immer auch außerhalb der Nachhilfestunden an | bringt kontinuierlich eigene Ideen oder Vorschläge in den Unterricht ein | kommt stets aus eigener Motivation zur Nachhilfe | kann sehr gut mit Druck umgehen, wenn Aufgaben sich ändern",0.08936852207377999,0.185961371992448,0.22533349270787,-0.04663311834660999,-0.03845604505757999,-0.10032282940734,-0.279446028875601
2025-11-17,1,2,20,1308,2147,Weitere Themen: ProzR,"lob, metakognition",0.3130607178147338,0.21563593498760003,0.04900380019124362,0,0,kognition,kognition,"zeigt von Stunde zu Stunde stetig Fortschritte | wendet die in der Nachhilfe gelernten Strategien immer auch außerhalb der Nachhilfestunden an | bringt kontinuierlich eigene Ideen oder Vorschläge in den Unterricht ein | kommt stets aus eigener Motivation zur Nachhilfe | kann sehr gut mit Druck umgehen, wenn Aufgaben sich ändern",-0.13333473115503003,-0.02010372967746002,-0.09378570934553004,0.10402932487519001,0.032813422729039976,0.04002847735331999,0.23984962609455096
2025-11-17,1,2,20,1308,2148,Weitere Themen: ProzR,"lob, metakognition",0.23584628107370895,1.0473955825560002,0.02781187665350171,1,0,kognition,performanz,"zeigt von Stunde zu Stunde stetig Fortschritte | wendet die in der Nachhilfe gelernten Strategien immer auch außerhalb der Nachhilfestunden an | bringt kontinuierlich eigene Ideen oder Vorschläge in den Unterricht ein | kommt stets aus eigener Motivation zur Nachhilfe | kann sehr gut mit Druck umgehen, wenn Aufgaben sich ändern",-0.14085487696036003,-0.008845879333729989,0.04219157955356001,0.02970591464779998,-0.10457110452561003,0.09642035902900997,0.11318370052405002
2025-11-24,1,2,20,1307,2140,Prüfungsvorbereitung: BLF,lob,0.3149520750598968,0.05812891261279951,0.049597624013761776,1,0,performanz,kognition,nutzt oft die gegebenen Tipps | konnte in den vergangenen Wochen viele neue Lernstrategien durch die Nachhilfe entwickeln | muss selten an formale Vorgehensweisen erinnert werden | Wechsel zwischen verschiedenen Themen gelingt mit wenig Aufwand | kann sehr gut Zusammenhänge zwischen verschiedenen Informationen erkennen,0.17580464341775004,-0.13866753777197,-0.15697310138284998,-0.07579992428417998,0.11117585478463005,-0.06673941491711,-0.04310971625680998
2025-11-24,1,2,20,1307,2141,Prüfungsvorbereitung: BLF,lob,0.22474646966403122,-2.3835321055842,0.02525565961993448,1,0,kognition,regulation,nutzt oft die gegebenen Tipps | konnte in den vergangenen Wochen viele neue Lernstrategien durch die Nachhilfe entwickeln | muss selten an formale Vorgehensweisen erinnert werden | Wechsel zwischen verschiedenen Themen gelingt mit wenig Aufwand | kann sehr gut Zusammenhänge zwischen verschiedenen Informationen erkennen,-0.14124324725971,-0.0023910000317809987,-0.11441339884227901,0.06169787239703001,-0.01644022191535005,0.033190171015689995,0.11084530755600996
2025-11-24,1,2,20,1307,2142,Prüfungsvorbereitung: BLF,lob,0.3339682678766907,0.9786208928152997,0.05576783598041524,1,0,regulation,kognition,nutzt oft die gegebenen Tipps | konnte in den vergangenen Wochen viele neue Lernstrategien durch die Nachhilfe entwickeln | muss selten an formale Vorgehensweisen erinnert werden | Wechsel zwischen verschiedenen Themen gelingt mit wenig Aufwand | kann sehr gut Zusammenhänge zwischen verschiedenen Informationen erkennen,0.17778528103891994,-0.034064244922303005,0.157859271991299,-0.10919152483679001,-0.06648634614932997,0.06884535933130004,-0.18100930483484
2025-11-24,1,2,20,1307,2143,Prüfungsvorbereitung: BLF,lob,0.17489205300758254,1.0737219629141,0.015293699881318679,1,0,kognition,performanz,nutzt oft die gegebenen Tipps | konnte in den vergangenen Wochen viele neue Lernstrategien durch die Nachhilfe entwickeln | muss selten an formale Vorgehensweisen erinnert werden | Wechsel zwischen verschiedenen Themen gelingt mit wenig Aufwand | kann sehr gut Zusammenhänge zwischen verschiedenen Informationen erkennen,-0.10346998748811997,0.011440398685259,-0.017750967192959988,0.08921809264414998,-0.049937067558790016,0.027262750055420004,0.09076550018612001
2025-12-01,1,2,20,1304,2130,Prüfungsvorbereitung: BLF,lob,0.34300017174806324,-1.5440491095764997,0.05882491779303989,0,0,performanz,performanz,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | Vorbereitung auf anstehende Tests hat sich verbessert | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann konstruktives Feedback gut umsetzen, um die eigene Leistung zu verbessern | zeigt sich zielstrebig beim Erreichen von Lernzielen",-0.24223506141152998,-0.016605371693325,-0.096344083411964,0.06249659059659002,-0.14951803806227998,0.13262732013367995,0.07457813671952002
2025-12-01,1,2,20,1304,2132,Prüfungsvorbereitung: BLF,lob,0.3871071139772621,1.7768726354862996,0.07492640669167372,1,0,performanz,kognition,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | Vorbereitung auf anstehende Tests hat sich verbessert | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann konstruktives Feedback gut umsetzen, um die eigene Leistung zu verbessern | zeigt sich zielstrebig beim Erreichen von Lernzielen",0.24478336062868997,0.050120956908157,-0.005512975226668007,-0.011975123846119984,0.18091137307551997,-0.23333137908638996,-0.008640594211859975
2025-12-01,1,2,20,1304,2133,Prüfungsvorbereitung: BLF,lob,0.2199512011638071,0.19712881255670034,0.0241893717221342,1,0,kognition,performanz,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | Vorbereitung auf anstehende Tests hat sich verbessert | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann konstruktives Feedback gut umsetzen, um die eigene Leistung zu verbessern | zeigt sich zielstrebig beim Erreichen von Lernzielen",-0.035391973647749986,0.151643900070053,0.103067602031012,-0.017357004515200003,0.02698229920043005,0.047137490775540025,-0.10127133338385003
2025-12-01,1,2,20,1304,2134,Prüfungsvorbereitung: BLF,lob,0.16321760159177398,-1.4762179659560002,0.013320063292356021,1,0,performanz,kognition,"hat sich in Bereichen, die zuvor als schwierig identifiziert wurden, erstaunlich verbessert | Vorbereitung auf anstehende Tests hat sich verbessert | ist interessiert daran, neue Themen zu erkunden und zu lernen | kann konstruktives Feedback gut umsetzen, um die eigene Leistung zu verbessern | zeigt sich zielstrebig beim Erreichen von Lernzielen",0.061052849710580004,0.011370759353489995,0.11580902911437,-0.0031470450091100055,-0.047760929075960024,-0.026321228931510066,-0.07992303978170001
2025-12-08,1,2,20,1303,2125,Prüfungsvorbereitung: BLF,lob,0.34757755061104767,0.8329320712899002,0.06040541764806917,0,0,kognition,kognition,"seit Beginn der Nachhilfe hat sich die Fähigkeit des Schülers verbessert, seine schulischen Aufgaben und Lernzeiten besser zu organisieren | die Lernstrategien des Schülers haben sich in den vergangenen Wochen deutlich verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe sehr zuverlässig auf andere Aufgaben übertragen | reagiert sehr aufgeschlossen auf Aufgaben, die vom bisherigen Aufgabenmuster abweichen | kann sich sehr gut auf die ihm zugeteilten Aufgabe konzentrieren, wenn diese als zu leicht empfunden wird",0.1189486305984,-0.208333437266365,-0.11750504292732,-0.18370141914048002,0.12239402261728,-0.025654573077369958,0.008152023339230041
2025-12-08,1,2,20,1303,2126,Prüfungsvorbereitung: BLF,lob,0.24624974607869735,0.3677990083082001,0.030319613602905915,1,0,kognition,performanz,"seit Beginn der Nachhilfe hat sich die Fähigkeit des Schülers verbessert, seine schulischen Aufgaben und Lernzeiten besser zu organisieren | die Lernstrategien des Schülers haben sich in den vergangenen Wochen deutlich verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe sehr zuverlässig auf andere Aufgaben übertragen | reagiert sehr aufgeschlossen auf Aufgaben, die vom bisherigen Aufgabenmuster abweichen | kann sich sehr gut auf die ihm zugeteilten Aufgabe konzentrieren, wenn diese als zu leicht empfunden wird",-0.13881787819903002,0.007302620352279998,-0.089952493151185,0.11312317761911003,-0.027489274510349992,0.04752428258808,0.13195712896526995
2025-12-08,1,2,20,1303,2127,Prüfungsvorbereitung: BLF,lob,0.15781236808508042,-0.3397456930459004,0.012452431047940471,0,0,performanz,performanz,"seit Beginn der Nachhilfe hat sich die Fähigkeit des Schülers verbessert, seine schulischen Aufgaben und Lernzeiten besser zu organisieren | die Lernstrategien des Schülers haben sich in den vergangenen Wochen deutlich verbessert | kann die Vorgehensweise einer behandelten Beispielaufgabe sehr zuverlässig auf andere Aufgaben übertragen | reagiert sehr aufgeschlossen auf Aufgaben, die vom bisherigen Aufgabenmuster abweichen | kann sich sehr gut auf die ihm zugeteilten Aufgabe konzentrieren, wenn diese als zu leicht empfunden wird",-0.05307473600297996,0.008094469914268002,0.090679867417955,0.05776381457127999,-0.056408945855890014,0.06848583926493002,-0.050897146231239976
